12th percentage,cet rank,distance,branch,college
63.8,100132,14,EE,E176
95.6,847,637,CS,E057
73.1,29785,4,ST,E002
71.3,18472,94,EC,E049
71.2,56930,920,EC,E015
91.7,1252,13,CB,E057
70.3,6015,11,TC,E048
62.2,36619,19,CS,E011
71.1,158189,19,ME,E254
64.1,137780,5,ME,E090
68.3,252238,625,ES,E237
67.3,320338,853,EC,E191
72.2,74111,18,ME,E046
56.8,130429,5,ME,E109
57.2,62373,83,ME,E095
75.1,19466,14,BM,E036
81.4,25953,624,ME,E031
75.1,8605,322,CS,E065
75.2,22441,725,CS,E133
67.9,76178,11,AU,E079
64.9,259896,947,CE,E202
73.6,17875,19,AE,E201
72.9,10655,10,CE,E022
74.2,18682,3,EE,E103
73,25274,6,CS,E203
78.6,25689,3,AE,E239
68.5,104332,482,EE,E102
63.4,62284,790,IE,E100
64,133669,801,CE,E142
91,4811,851,ME,E278
56.2,67360,518,EE,E210
59.7,73249,16,CE,E035
90.1,780,183,EI,E005
59,56795,3,EC,E090
65.2,143911,13,ME,E149
75.2,19892,403,MT,E079
71.8,116466,338,IP,E047
70.7,49085,11,CE,E063
56.7,37475,95,CE,E011
78.6,14767,841,PT,E021
67.1,33178,5,CH,E036
79.7,26726,354,CS,E124
70.4,26467,517,EC,E152
95.4,875,801,EI,E005
67.5,60676,184,CE,E189
74.5,6987,63,IE,E212
69,101216,4,CE,E110
75.4,20524,13,CE,E007
69,78855,566,ME,E175
71.9,183129,4,EC,E094
68.4,107764,408,CE,E169
74.9,18880,426,CS,E035
92,2662,932,CS,E097
80.5,16826,815,IE,E104
75.3,19285,9,EC,E103
73.6,22805,721,IM,E082
72.4,26219,12,TC,E102
59.7,36602,15,CE,E157
56.1,154680,535,MT,E095
57.4,140741,12,ME,E210
72.6,24225,16,CE,E016
74.1,6734,862,IE,E047
80.4,19415,84,EC,E078
72.2,27716,582,EC,E104
70.4,13493,6,EC,E166
58.3,122097,17,EC,E093
76.4,8739,321,EI,E008
81.4,29600,15,ME,E124
58.5,45097,12,ME,E036
58.5,30858,13,CE,E049
63.5,101198,4,ME,E111
78.3,10528,9,SE,E011
69.1,140004,21,EC,E096
72.6,13820,553,EE,E047
89.8,4204,7,CS,E107
76.4,12574,6,ME,E023
84.8,1372,6,CH,E005
85,3875,338,EC,E021
96.8,954,867,IE,E012
60.4,143397,217,CE,E205
72,57601,18,EC,E121
61.9,68618,4,AU,E047
61.3,33990,655,MN,E079
86.6,2149,707,CS,E016
65.1,75606,458,EC,E090
61.1,58401,774,CS,E189
67,40159,4,EE,E178
73.5,9637,10,EC,E047
81.5,7957,18,EC,E212
72.9,28900,386,TX,E062
72.4,18191,10,CS,E034
78.8,7800,863,CE,E048
83,20070,382,ME,E010
61.5,172948,18,ME,E098
80.8,6982,5,EC,E105
71.6,50596,8,IM,E016
57.5,53198,10,CS,E109
78.8,13717,789,CE,E021
67,56810,2,CS,E054
70,54429,987,ME,E196
79.1,21005,896,EC,E059
70.6,24816,397,IE,E178
75.7,5205,902,MD,E007
66.8,72482,878,EC,E083
71.6,42708,278,EE,E054
78,20411,107,ME,E166
67.2,47774,265,BT,E079
72.8,15372,819,CS,E103
73,9438,14,TC,E006
70.9,80459,19,ME,E086
80,12153,5,MD,E006
63.7,69673,58,ME,E216
65.6,132497,723,CS,E183
59.9,47922,392,ME,E105
76.4,22108,332,EE,E067
66.9,57383,98,EC,E173
60.5,37442,857,EE,E015
74.5,28520,939,CE,E167
65.1,245695,13,PL,E237
70.6,12233,15,ME,E001
56.3,43567,366,BT,E055
69.2,34511,11,IE,E108
78.8,10401,936,ME,E241
64,105186,690,IE,E169
62.8,30522,6,CS,E160
76.2,25279,856,AE,E201
72,66854,19,EE,E077
60.6,110054,8,CS,E182
65.7,388228,618,EC,E070
70.8,45631,2,EC,E075
72.2,88528,12,AU,E059
75.9,16635,4,EC,E252
81.3,26505,152,CE,E082
78.8,5586,14,CS,E065
71.9,18658,120,CS,E010
66.7,152539,21,EC,E193
57.6,121198,17,ME,E098
73.7,13705,415,ME,E007
76.9,17174,908,IE,E123
63.4,64774,891,ME,E102
74.1,20183,890,EE,E061
82.9,10845,962,EI,E008
69,53484,581,CE,E150
61.8,41481,4,CH,E036
79.6,22210,390,EC,E149
72.8,34660,2,EC,E017
72.8,23776,19,CS,E034
63,53586,683,CE,E177
70.2,47722,772,IE,E045
72.2,13981,11,EE,E038
67.9,140504,20,ME,E095
59.2,81015,808,TC,E091
66.7,156797,14,CE,E119
61.9,67841,513,TC,E102
77.5,19934,698,IE,E103
80.8,22826,20,EC,E129
68.2,242433,952,ME,E045
92,60,19,CS,E005
60.2,39230,138,CE,E232
75.9,21425,737,EC,E038
82.2,2200,20,IE,E001
81.7,27058,431,CS,E101
64.5,173160,443,EE,E172
62.4,31989,56,CS,E093
72.4,11539,5,CS,E047
56,38654,19,IE,E087
70.3,81656,739,IE,E152
81.5,15904,16,IE,E097
62.4,101104,2,ME,E135
76.9,14419,1000,ME,E056
64.6,40842,815,BM,E186
74.1,19550,12,EE,E037
72.4,60424,5,EE,E102
67.5,226640,773,EC,E221
73.5,15031,9,EC,E099
75.6,7491,997,IP,E021
62.5,82851,14,EC,E100
82.7,9348,4,IE,E104
70.2,107356,481,CS,E130
76.5,6971,826,IE,E001
70.7,18200,8,AE,E037
73.3,6402,7,IE,E082
63.6,141509,395,CE,E186
71,5507,757,CS,E108
70.5,186403,18,ME,E089
60.8,46756,968,EI,E042
75.8,26436,757,EC,E156
59.2,64133,2,EC,E106
64.9,51414,405,ME,E023
60.4,95916,121,EC,E132
62.4,38239,245,ME,E058
71.1,93799,789,CE,E252
65.3,193508,335,EC,E046
81.7,6351,20,EC,E126
68.5,34762,66,IP,E022
61.1,106561,18,CE,E175
73.8,7022,9,ME,E126
63.2,76855,12,ME,E207
84.5,1268,21,SE,E048
72,13438,19,EC,E155
80.3,27353,711,CS,E208
77.4,25897,643,EC,E145
70.6,38404,8,IE,E059
78.3,12628,640,CE,E118
79.1,5820,873,CE,E048
73.3,28004,18,CS,E092
74.1,24213,564,ME,E010
72.2,6270,370,EC,E049
68.1,70494,631,CS,E273
79.2,29275,827,AE,E011
73.2,24405,336,EC,E105
70.4,59217,363,EC,E240
62.1,49907,9,CE,E004
72.5,48730,14,CE,E167
59.9,76169,11,ME,E269
65.2,101929,17,EC,E204
61.8,127091,630,CS,E045
71.3,16551,4,ME,E022
77,28587,5,IE,E145
61.3,41264,433,EC,E255
65.3,266563,523,ME,E054
66.4,35639,602,ME,E095
74.1,13077,14,CS,E058
67.3,79054,443,CE,E171
69.9,88049,7,CE,E090
61.2,243864,950,EC,E273
73.8,10474,9,IE,E123
56.3,87476,14,EC,E172
63.9,71662,5,EE,E101
65.4,46445,556,CH,E011
76.2,13437,70,IE,E123
58.9,79857,2,CS,E191
57.7,76456,9,CS,E188
64.5,40429,84,EE,E078
62.6,83388,3,ME,E067
58.4,34796,702,IE,E078
63.7,110894,380,CE,E090
62.2,37284,8,CT,E057
68.2,111887,18,EE,E185
62.3,32979,955,EC,E158
62.1,80650,560,ME,E097
80.8,23849,597,CE,E059
58.4,51937,562,IE,E098
71.3,17387,107,EC,E086
56.5,70828,7,EE,E149
71.6,7340,543,EE,E012
63.8,41037,3,EE,E066
62.3,38561,821,CE,E151
57.9,30463,112,BM,E186
59.9,106030,624,EC,E272
75.6,19377,996,ME,E065
57,71906,19,CE,E152
70.8,19857,4,EC,E103
72,29764,218,CS,E507
58.8,62863,18,IE,E095
76.7,12544,11,IM,E007
60.6,94389,13,AU,E099
57.2,76068,860,EC,E081
64,143243,5,EC,E172
58.7,77891,14,ME,E166
67.5,31651,16,CS,E189
82.6,5533,807,CS,E178
56.8,65950,658,CE,E089
77.2,22415,13,PT,E021
58.9,254144,632,ES,E237
70.8,58053,256,ME,E144
83.2,1711,11,CB,E057
60,91242,12,CS,E112
60,146812,952,CE,E173
73.7,17974,3,BT,E079
64.1,193139,20,ME,E269
59.4,91930,170,EE,E102
81.8,17521,853,EE,E071
70,117359,999,CE,E109
73,129815,13,CE,E173
59.6,106048,6,EC,E199
63.6,225051,682,ME,E172
58.7,90936,5,CE,E083
82.5,3856,949,IE,E057
76.1,22343,8,CE,E183
65.8,31807,7,IM,E009
72.4,13882,16,EC,E082
82,17335,21,CS,E142
82.3,8074,635,EC,E006
61.9,93362,21,EC,E204
59.4,31130,343,CS,E189
79.1,19051,935,EE,E038
72.5,29114,119,EC,E065
79.8,18510,267,TC,E016
56.8,83836,689,CE,E269
60.5,62138,675,CS,E198
68.7,37392,11,CH,E011
66.3,33974,452,CS,E232
59.1,98601,13,EC,E255
57.5,236158,195,EC,E042
60.1,80818,18,ME,E100
67.6,41901,5,EI,E049
63,63388,572,EE,E045
69.9,39512,2,CS,E028
70.8,133471,20,CE,E112
66.4,208297,930,CS,E136
56.6,189942,353,ME,E186
80.2,12480,583,EC,E241
65.5,38746,14,EE,E103
70.7,244956,15,IE,E070
70.3,17118,598,ME,E082
65.9,129419,9,ME,E254
79.8,25658,2,CS,E198
62.5,57831,901,ME,E079
67.7,99545,830,EC,E172
89.4,2130,160,EC,E022
71.4,40851,145,EC,E181
66.3,52794,18,CE,E014
67.8,103345,556,EC,E204
72.9,55045,21,CS,E075
71.4,28860,19,CE,E004
74.2,27326,743,ME,E105
87.3,2902,139,SE,E235
62.2,87560,6,CE,E094
61.9,36803,5,IE,E151
79.8,9146,640,IE,E082
56.6,186223,20,ME,E124
68.5,71454,3,EC,E133
71.8,80686,294,ME,E092
68.5,48491,14,TX,E062
56.4,56545,750,CE,E151
80,20161,955,EC,E038
65.6,110100,332,CE,E173
79.4,13143,183,BM,E124
81.4,29326,761,CS,E152
66.9,112829,14,CE,E078
76.7,23605,15,EE,E065
62.1,117297,21,ME,E083
69.7,68175,87,EC,E146
77.6,10924,127,EC,E053
58.5,69213,8,PE,E042
68.1,61066,18,EC,E161
56.7,69002,537,TC,E012
66.5,91620,19,EE,E177
83.2,1680,14,CS,E007
72.7,14796,3,CS,E029
67.1,45288,642,IE,E114
59.6,191861,10,CE,E204
68.8,70588,12,EE,E139
73.5,21189,15,CS,E010
71.6,76465,592,ME,E255
82,14771,174,EC,E149
56.9,77967,344,CS,E147
78.8,14621,16,ME,E262
59.5,49119,179,IE,E130
77,29752,894,EC,E165
67.2,55980,3,EC,E198
67.7,34706,2,IE,E173
60,71666,921,ME,E205
75.4,8563,781,EE,E001
75,19498,8,EC,E038
93.1,334,113,EC,E005
71.8,26206,720,EC,E038
60,74708,63,CE,E162
63.1,36047,819,ME,E087
72.8,28954,779,IE,E068
69.4,149379,452,CE,E258
81.6,18765,516,EE,E031
70.2,18831,713,CE,E042
68.4,31921,20,CS,E257
67.5,86025,707,BT,E079
76.4,26600,5,CS,E017
91,3305,131,IE,E107
60.2,94744,343,CS,E120
84.7,3651,686,CS,E099
70.1,5658,783,CH,E006
81.5,16439,10,EE,E099
76.8,21408,369,ME,E082
60.4,70017,217,CS,E191
61.2,66977,9,CE,E162
76.8,28251,829,IP,E022
66.1,47966,487,IE,E038
64.3,42592,16,CE,E036
60.3,42749,4,ME,E172
64.7,125470,6,ME,E206
80.2,4434,2,IE,E007
81,1259,11,EI,E005
67.4,35191,16,EE,E047
79.5,7743,408,ME,E048
76.1,26199,396,EE,E037
81.1,16454,772,CE,E041
56.8,55191,16,CE,E164
57.4,60491,20,CS,E146
74.8,14445,2,EC,E010
64.7,110961,2,EC,E076
56.1,80295,646,ME,E102
74.7,27125,415,AE,E011
81.4,16861,459,AE,E159
66.7,78350,15,CE,E045
56.2,60531,12,EC,E171
73.4,14993,779,EE,E007
62.5,31184,2,CS,E106
68.6,59716,7,ES,E232
74.3,17283,316,EC,E162
71.2,62472,577,BT,E079
65.5,47434,18,CE,E033
58.5,85464,437,CE,E264
66.1,91596,3,ME,E265
80.4,26209,9,AE,E186
86.4,3173,20,CS,E082
63.5,183176,861,CE,E110
69.6,52044,14,IP,E031
66.8,133666,289,IE,E085
56.9,31047,2,IE,E254
85.4,1824,325,ME,E009
75.4,27040,17,MD,E060
82.9,5603,20,EC,E016
66.3,34268,10,EC,E257
57.1,140668,603,EC,E081
63.9,73266,746,EE,E165
57.4,138024,8,ME,E032
80.4,26698,6,EC,E167
78.2,27718,154,EC,E059
66,93708,7,MT,E151
66.1,141005,341,IE,E172
63.9,160840,11,EE,E055
71.5,26286,193,EC,E160
58.4,55517,158,EC,E013
71.2,26774,470,IM,E008
69.6,57203,13,MT,E151
58.1,32048,5,CS,E196
65.3,39536,322,CS,E171
75.7,7689,20,CS,E002
72.8,61109,756,IE,E209
61.3,75420,20,ME,E274
72.4,27418,83,EC,E096
82.4,8157,298,EC,E210
60.1,56376,8,CS,E204
60.6,135628,855,CE,E252
88.4,2612,11,CS,E056
65.8,32507,2,ME,E065
80.2,25811,851,ME,E240
68.9,140692,505,CE,E213
61.1,282371,8,CE,E147
67.2,43465,11,CE,E059
80,14655,224,ME,E037
62.9,48299,339,EC,E095
92.3,149,260,ME,E005
63.3,72040,13,EC,E254
73.1,9304,86,TC,E126
61.7,69752,10,CE,E117
79.8,6747,575,EC,E155
59.3,150539,675,EC,E175
82.5,22601,546,EC,E014
56.8,43054,395,CS,E154
69,46129,193,EC,E083
77.9,10684,450,ME,E037
59.7,57900,529,IE,E083
62.7,49864,15,CS,E087
69.9,67871,21,CS,E136
74.5,7190,15,CS,E212
72.3,34491,607,IE,E068
67.1,51922,12,CS,E194
65.4,30961,14,TX,E002
90,2630,8,EC,E016
76.8,7760,944,ME,E034
81.1,8790,826,IE,E058
72.7,7639,15,SE,E240
75.8,28046,603,AE,E037
90.5,2910,6,IM,E005
73.3,24928,17,EE,E166
66.8,120079,375,CE,E181
60.1,34622,9,ME,E061
84.6,3097,560,CS,E275
77.1,9169,399,CS,E043
72.6,64204,17,CE,E176
71.4,33488,5,IE,E062
73.6,28552,5,BT,E049
63,66777,6,CS,E033
73.4,13689,3,RO,E241
87,3736,17,EC,E008
56.1,50684,9,IE,E085
68,111993,17,ME,E164
68.5,75624,9,ME,E010
70.8,46120,911,EE,E017
84.3,4120,6,EE,E021
70.7,140431,493,ME,E097
62.8,82894,930,CS,E119
66.6,131098,291,CS,E172
62.4,41819,965,CE,E017
73.6,18127,16,EE,E071
68.4,59236,4,CS,E114
59,220196,17,ME,E264
79.5,24336,14,EE,E053
76.7,26195,953,EE,E065
73,224706,2,ME,E145
81.9,5858,170,EE,E126
75.9,23988,7,EE,E053
71.9,17530,546,CS,E077
67.1,196511,15,EC,E176
91.8,4031,17,CE,E012
70.2,157085,713,CE,E132
79.9,9240,9,EN,E021
64.3,61257,21,BM,E186
66.3,51779,217,IE,E153
66.3,65359,14,IE,E102
72.6,42534,3,CS,E273
57.2,185996,769,CE,E111
68.1,50487,11,EC,E040
60.3,34277,785,CS,E252
74.5,5109,7,IE,E016
69.6,36854,843,EE,E103
59.8,76082,12,EC,E089
70.9,120097,994,CE,E269
70.9,12879,552,CE,E008
59.7,61258,956,CE,E078
63.1,39026,479,EE,E097
61.6,41489,501,ME,E077
79.7,10857,6,CS,E043
70.6,179299,2,ME,E204
72.2,201386,12,ME,E169
91.5,4796,19,AI,E126
72.7,9685,787,CS,E083
73,18720,20,CE,E001
83,7930,2,TC,E006
69.1,33893,511,CS,E188
82.1,16800,783,IE,E115
65.8,84658,461,CS,E204
62,91916,997,EC,E227
75.2,6101,466,CS,E241
91.1,553,552,BT,E005
82.6,12800,15,EC,E120
63.6,63346,559,ME,E161
79.8,19615,13,IE,E034
65.3,311898,16,ME,E145
81.5,6571,17,CS,E042
70.9,31929,400,BT,E055
79.3,25275,15,CE,E065
58.6,134200,448,EE,E081
70.7,26142,8,CE,E024
64.7,58720,11,IE,E152
60.2,81893,19,ME,E067
71.1,12918,445,BM,E036
86.1,3681,953,TC,E048
70.2,25875,738,AE,E183
58.4,167146,2,EE,E152
68.1,171729,806,CE,E258
60.6,190650,17,ME,E149
57.6,30394,184,IM,E082
80.8,25642,262,CS,E102
71.5,63181,272,ME,E017
57.1,63339,11,IE,E018
63.7,79311,901,CS,E182
60.7,34803,507,ME,E023
59.5,40160,956,IE,E062
76.3,19427,20,CS,E058
80.8,8387,821,IE,E071
60.7,62965,883,CS,E185
70.4,28673,16,AE,E239
58.3,30032,3,EC,E029
70.4,82574,446,IE,E172
67.7,117849,491,ME,E095
74.7,20146,13,ME,E010
60.7,167852,897,EC,E273
80.4,1033,17,CH,E005
58.6,39056,199,ME,E059
79,7367,701,EI,E016
69.9,78933,18,ME,E262
64.3,86507,8,CE,E177
80.4,4392,672,CS,E178
70.8,59739,2,EC,E272
80.6,28098,351,CS,E100
75.9,19613,10,IE,E103
80.2,24975,4,TC,E102
63.5,51566,671,CS,E191
61.3,178131,278,ME,E015
69.5,40611,13,TC,E065
66.8,44961,272,EC,E028
64.6,86805,2,EE,E033
72.6,27137,780,EC,E034
68.9,121599,341,EC,E264
81.6,23372,3,ME,E007
65.4,38468,106,CE,E129
82.7,26257,7,CS,E102
59.2,30091,982,CS,E049
80.4,8381,343,CS,E108
61.1,140711,14,ME,E237
62.2,31250,5,CS,E156
67.3,48695,17,CS,E090
65.1,47720,800,CE,E162
61.6,64950,93,CS,E158
66.5,76891,735,EC,E147
59.3,77222,10,CE,E108
68.2,44125,270,IE,E252
67,32237,225,BT,E078
72.4,7333,187,EE,E124
93.6,564,451,SE,E048
73.2,10642,551,IE,E083
65.3,68754,4,ME,E507
71.1,81627,908,CE,E207
73.7,12258,2,IE,E252
77.5,10647,633,MD,E048
85.3,2243,542,IE,E006
64.4,58137,3,ME,E178
56.4,173474,842,CE,E136
64.2,54028,867,EE,E096
66.4,57526,20,CS,E208
58.5,70434,19,IE,E172
57.8,116840,264,CE,E210
59.2,125703,2,CE,E146
86.4,4299,11,EE,E016
87.5,4328,67,TC,E048
64.4,30570,645,EC,E239
61.5,174031,2,ME,E171
68.7,167504,13,EC,E119
64.9,71765,247,CE,E237
70.2,18661,3,AU,E007
66.7,139625,2,EC,E193
58.4,116845,138,ME,E145
72.5,57211,5,CE,E194
67.2,34702,10,EC,E182
71.8,16150,20,BT,E108
86.8,1044,4,EC,E009
60,138428,9,CE,E197
81.4,22983,909,CS,E252
75.7,18059,17,ME,E077
84.9,3004,15,CE,E003
59.1,31129,317,IE,E151
81.6,1622,320,SE,E048
80,4588,374,CH,E048
75.8,22680,828,EC,E071
69.7,47112,9,IE,E098
69.5,188044,6,EE,E040
59.2,77345,205,IE,E018
57.2,42622,18,EE,E115
56.1,147909,13,EE,E112
60.7,34788,322,EE,E038
79.2,13148,14,CE,E012
90.4,4660,646,TC,E006
72.1,26088,708,EE,E036
82.3,7772,14,BT,E012
68.5,110477,7,EC,E147
81.5,12820,11,AE,E151
70.2,95056,465,EE,E203
65.9,70479,18,ME,E209
72.6,68503,12,CS,E176
58.8,162927,8,ME,E254
62.7,169270,14,CE,E210
82.7,5194,11,EI,E048
83.7,2317,489,CS,E056
63.5,121043,698,EE,E087
61,44874,184,CE,E114
63.9,35631,14,EC,E158
56.2,78606,824,IE,E171
67.4,324897,239,EI,E059
59.7,130852,19,ME,E152
76.6,28717,19,IP,E022
63.6,52231,19,CE,E156
67.8,90525,5,CE,E087
64.6,76994,509,IE,E059
67.8,33521,311,EC,E186
67.3,34157,16,IE,E150
79.6,10251,837,EE,E038
78.8,21355,16,ME,E056
59.3,33818,628,IE,E078
68.6,106614,291,EC,E018
56.7,77845,204,EC,E260
92.9,306,15,CS,E048
65.9,85668,375,IE,E085
71.5,89439,21,CS,E216
59,34580,417,IM,E009
75.3,5162,84,EE,E006
61.5,377066,780,CE,E197
58.9,39341,354,EC,E093
81.3,12335,5,CS,E071
64.7,43291,96,MT,E151
72,43280,12,EC,E257
77.7,12398,7,CS,E058
62.9,156836,20,IE,E043
67.5,56517,418,AU,E049
74.6,12868,402,CH,E016
68.7,140357,10,CE,E076
64.6,57606,5,CS,E124
57.3,52652,6,AU,E047
68.9,56595,859,IE,E165
81.6,5410,993,EC,E011
58.1,139014,7,IE,E165
72.2,12897,14,EE,E121
59.7,41043,573,ME,E142
63.2,143815,21,CS,E191
66.4,43948,707,CE,E177
96,318,71,CS,E009
84.3,3401,765,ME,E003
72.2,61988,412,CE,E078
56.3,174092,15,CE,E227
71.1,64017,17,CS,E070
89.4,3857,735,IE,E277
66.3,244713,158,EE,E130
63.8,47185,743,CE,E177
58.9,210800,853,CE,E093
67.9,113071,15,CE,E078
75.8,24305,12,CS,E114
56.9,94046,536,PL,E237
67.8,45878,2,IE,E083
58.8,220717,4,EE,E273
72.5,21095,4,ME,E010
56.5,73642,427,CR,E059
68.3,115487,8,ME,E149
60.1,54805,671,CS,E164
72.1,18987,5,EE,E022
60.1,45964,762,IE,E059
65.7,152338,15,CE,E210
59,37405,645,CS,E091
76.7,15109,658,CS,E150
76.2,18995,468,CS,E206
77.2,8063,737,CS,E119
74.6,6506,20,IM,E006
67.1,46855,2,CS,E158
72.5,47468,685,IE,E237
67.3,160185,8,ME,E089
64.9,40977,10,CS,E173
68.4,43478,4,ME,E155
72.2,13595,2,EC,E034
65.7,41877,866,CE,E043
72.4,61232,528,ME,E205
92,701,16,EC,E003
83.1,1912,8,CS,E126
56.4,42067,11,CE,E105
79.3,24131,5,CS,E018
56.8,163941,988,CS,E264
64,39030,18,CE,E065
77.9,8972,436,EC,E008
62.7,47706,2,AE,E144
58.1,62741,844,EI,E062
66.7,34665,537,IM,E016
64.1,110553,20,EC,E046
65.7,43352,267,CS,E205
71.4,14069,681,CE,E241
67.3,72601,16,CE,E169
56.3,111315,20,ME,E038
64.9,79370,175,IE,E111
71,8245,106,CS,E129
70.5,11064,470,ME,E126
59.9,63063,838,EC,E208
59.1,57767,13,AE,E144
57.5,42066,3,IE,E059
68.1,229790,13,CE,E227
71,37517,157,CS,E094
91.6,540,8,BT,E005
60.2,65186,6,CE,E185
80.9,29233,12,EI,E008
62.6,65073,20,EC,E128
66.7,194328,645,CE,E202
60.1,40771,5,CS,E055
93.3,861,15,CS,E021
71.2,22431,12,TC,E007
73.2,29433,17,AE,E183
68.3,41458,620,ME,E091
70.5,8070,13,EE,E001
62,35111,4,CE,E071
70.9,5014,13,CS,E005
79.6,27658,557,IM,E003
77.3,16601,8,EE,E034
61.6,49448,408,EC,E135
78.7,11228,608,CE,E212
61.7,117990,312,CE,E257
61.1,32236,5,CE,E037
82.1,27202,18,ME,E107
59.7,133784,18,CE,E202
58.8,50168,12,TC,E102
82.7,15605,4,CE,E241
67.5,87716,6,EE,E152
82.7,19267,803,CS,E212
64.2,56363,2,CS,E171
62.4,68002,917,CS,E127
60.2,84725,13,ME,E124
80.6,15687,5,CS,E062
80.3,3877,10,IE,E012
81.2,24895,7,IE,E144
85.1,2569,654,EE,E008
61.1,85275,485,EC,E265
74.5,17042,15,CE,E011
70.4,15339,17,BT,E012
71.5,8858,775,CS,E065
74,29930,14,CS,E104
57.8,226650,505,EC,E136
70.5,44541,131,CE,E172
61.1,62025,103,CS,E197
71.2,27994,116,IE,E038
62.9,40238,4,CE,E082
59.7,55163,7,BT,E241
84.7,1891,14,BT,E009
75.4,28567,21,AE,E159
76.6,12961,8,RO,E241
66.7,84811,395,EE,E165
89.4,3887,283,BT,E007
65.1,43862,12,CS,E117
72.4,66636,7,ME,E029
82.9,6005,11,SE,E011
65.1,140087,10,ME,E106
57.1,128640,709,EE,E013
70.5,54778,2,CS,E086
81.9,25029,16,CE,E150
64.1,85820,10,IE,E177
68.3,53691,9,ME,E087
64,42086,114,IE,E261
68.5,180575,19,ME,E210
72.3,17150,480,MT,E079
82.2,9472,4,CE,E030
65.3,113070,18,ME,E094
61.4,40633,216,EE,E035
66.4,74433,13,CE,E205
70.8,40062,69,IE,E038
73,71016,804,IE,E110
66.8,168780,273,EC,E139
60.1,44969,12,EC,E210
70.1,135404,3,CS,E264
71.3,223176,643,CE,E173
70.7,42023,19,CE,E162
69.6,60097,21,IE,E098
65,58026,888,IE,E153
76.3,10213,183,CH,E036
66.9,49142,13,EC,E128
72.5,16194,421,ME,E166
61.9,48509,10,MN,E079
75.3,10592,17,CS,E060
69.1,71189,13,CS,E221
65.8,34265,742,EC,E106
57,83300,2,ME,E121
70.6,143685,19,ME,E165
82.1,4596,90,CS,E097
82.4,29041,18,CS,E157
72.3,23105,13,CE,E235
66.7,63997,890,CS,E164
71.8,36983,8,IE,E144
67,46207,14,CT,E007
65.3,50395,6,ME,E209
73,22792,535,IE,E049
56.5,90448,640,CE,E265
60.4,141324,521,ME,E102
59,46183,758,CE,E157
80.2,7698,10,IE,E277
66.3,121278,13,CE,E081
61.4,73490,739,EC,E110
71.7,148598,992,EC,E136
70.1,82134,881,MT,E111
58.4,37133,2,ER,E232
63.2,143667,8,ME,E109
79.3,13041,338,EC,E091
80.9,5532,751,CS,E241
69.4,116854,3,CS,E120
65.3,59287,352,CS,E146
83.2,1545,471,EE,E003
56.8,104903,3,CS,E096
70.8,19326,677,CT,E057
57,157315,20,EC,E147
66.9,70506,923,CS,E191
83.9,2731,4,EC,E021
62.2,32067,809,IE,E062
71.5,46850,3,CS,E203
63,105898,239,EE,E132
56.9,64639,11,CE,E185
72.8,65654,529,ME,E212
74.1,22157,398,EC,E177
68.1,196166,318,EE,E081
70.7,134845,708,ME,E135
65.4,160872,946,ME,E121
77.8,22860,540,IE,E104
56.9,32864,385,CE,E103
79.1,11024,905,CS,E142
67.5,91177,837,EC,E157
70.2,17660,373,CS,E194
68.9,56156,597,IM,E017
61.2,146939,509,ME,E149
77.4,21098,257,CE,E022
64.3,48609,362,EE,E078
66,129244,19,ME,E101
76.8,18148,89,CS,E103
66.9,32736,506,CS,E194
60.8,196312,846,ME,E101
57.8,196767,11,ME,E013
76.7,17308,3,AE,E014
79.2,10453,797,EE,E241
64.8,69173,14,IE,E147
69.2,33915,165,ME,E012
58,266325,15,EC,E206
72.7,21214,5,CS,E114
97.1,668,814,EE,E003
60.6,117281,906,ME,E210
72.8,62832,17,EC,E083
64,34751,4,EC,E124
94.1,419,19,CS,E048
72.8,48259,136,CS,E273
72.9,102689,483,ME,E018
89,2900,21,EC,E016
64.2,165792,3,CE,E121
87.7,1262,788,AI,E126
62.7,39707,757,CE,E104
85.7,3359,364,ME,E009
80.9,16659,96,CS,E028
75.5,12525,15,EC,E059
64.5,66836,448,CR,E059
80.9,11715,17,EC,E024
67,60983,630,EC,E130
65.7,95626,607,CS,E130
79.6,17884,187,CS,E075
69.4,154279,792,IE,E177
62,143442,254,EE,E132
80.1,7614,703,AE,E146
68,30069,10,BT,E078
77.1,6061,971,IE,E060
70.7,14231,3,ME,E141
56.4,40232,5,EE,E133
81.9,1555,649,MD,E007
67.6,49545,18,MN,E079
67.6,98040,7,CE,E090
72.3,59214,11,EC,E124
82.5,7010,283,BT,E053
68.4,52284,6,EC,E165
73.8,17264,726,ME,E162
71.8,68595,86,ME,E086
75.4,9161,7,EC,E034
57.4,70308,248,EE,E106
62.4,54023,699,CS,E139
65.5,117134,153,EC,E204
70.3,94288,18,ME,E076
72.9,29851,20,EC,E098
60.7,164019,8,CE,E202
77.5,26351,21,BT,E079
72.9,117634,2,CE,E237
75.9,7784,18,CS,E060
72.4,20985,10,CE,E059
57.2,116896,12,EC,E081
82.6,20112,188,EE,E023
61.8,193538,16,CE,E197
68.5,60059,16,CS,E139
64.7,105306,9,CE,E151
57.9,153830,951,CE,E198
72.7,92136,771,IM,E007
69.9,163470,19,EC,E191
66.4,127457,3,ME,E124
81.6,2009,12,IE,E001
73.4,14369,7,EC,E061
76.8,25116,615,MD,E060
75,18922,845,PT,E021
68.4,37393,6,EC,E078
76.9,12861,21,CS,E098
58.4,34144,2,ME,E007
63.9,133478,20,CE,E054
